id,name,description,categories,opening_hour,closing_hour,main_dish
135,Cucina del Cuore,"Italian-inspired dishes served with a heart, celebrating fresh ingredients and the warmth of authentic home cooking.",Italian food,8:00 AM,11:00 PM,Chef's Special
136,Le Rôtisseur,"Experience the finest French fare, where every dish is a masterwork that celebrates French culinary traditions and the art of roasting.",French food,9:00 AM,8:00 PM,Coq au Vin
137,Café de la Città,"An authentic Italian café where every dish is a tribute to Italy’s vibrant culinary culture, focusing on traditional flavors and fresh ingredients.",Italian food,9:00 AM,8:00 PM,Chef's Special
138,BBQ Legends,"Savor the finest cuts of meat and smoky flavors, with a true BBQ experience that captures the spirit of authentic, slow-cooked perfection.",BBQ food,6:00 AM,8:00 PM,Beef Wellington
139,Cedar Smokehouse,"A restaurant that offers the perfect blend of smoky BBQ flavors and upscale dining, where classic recipes meet culinary creativity.",BBQ food,8:00 AM,11:00 PM,Coq au Vin
140,The Morning Spoon,"A brunch spot dedicated to serving delicious and fresh dishes, perfect for starting your day with great food and a relaxing atmosphere.",Brunch  & Other food,10:00 AM,9:00 PM,Avocado Toast
141,Royal Dining,"Fine dining with a focus on delivering world-class meals that showcase the best of international cuisine, with an emphasis on gourmet service and sophistication.",Fine dining,10:00 AM,8:00 PM,Beef Wellington
142,The French Table,"A French culinary experience that brings the essence of France’s gourmet traditions to every plate, offering a sophisticated and authentic menu.",French food,10:00 AM,10:00 PM,Coq au Vin
143,The Green Plate,"A vegetarian restaurant that combines creativity and healthy eating, offering fresh, flavorful dishes that cater to all dietary needs.",Vegan food,7:00 AM,8:00 PM,Grilled Vegetable Platter
144,Breezy Brunch,A laid-back brunch café where every dish is carefully crafted with fresh ingredients and served with a side of comfort.,Brunch  & Other food,9:00 AM,11:00 PM,Avocado Toast
145,Quick Eats,"Serving delicious fast food made with quality ingredients, Quick Eats is your go-to spot for a satisfying meal on the go.",Fast food,6:00 AM,9:00 PM,Cheeseburger
146,Juice & Grind,"Offering a range of healthy and flavorful options, Juice & Grind is perfect for those who seek fresh juices and fast bites.",Fast food,9:00 AM,9:00 PM,Cheeseburger
147,The Golden Grill,"A place where exceptional brunch meets comfort food, offering delicious and nutritious meals in a cozy, friendly environment.",Brunch  & Other food,8:00 AM,8:00 PM,Avocado Toast
148,The Brasserie Corner,"A warm, welcoming brasserie serving wholesome and nutritious meals with a focus on quality ingredients and excellent service.",Brunch  & Other food,7:00 AM,10:00 PM,Avocado Toast
149,Italiano Bistro,"A casual and cozy spot for authentic Italian dishes with a modern twist, offering a menu full of rich flavors and fresh ingredients.",Italian food,9:00 AM,8:00 PM,Chef's Special
150,Maxie’s Grille,"A southern-inspired eatery that serves delicious comfort food with modern twists, perfect for a laid-back meal with family and friends.",Fast food,8:00 AM,10:00 PM,Cheeseburger
151,Viva Italia,"Our mission is to serve each guest with prompt, professional, and friendly service, ensuring that they enjoy a clean and comfortable atmosphere. We offer high-quality meals made with fresh ingredients at fair prices. We strive to create an experience where both our guests and staff feel valued and respected.",Italian food,9:00 AM,9:00 PM,Chef's Special
152,Bella Tavola,"We provide an exceptional dining experience with delicious meals made from the finest ingredients. Our focus is on customer satisfaction, offering nutritious meals at the best possible prices while ensuring our guests feel like part of our family.",Italian food,8:00 AM,10:00 PM,Chef's Special
153,Urban Bite,"At Urban Bite, we aim to bring high-quality, quick meals to the table with an emphasis on freshness and flavor. Whether you're grabbing a bite on the go or settling in for a relaxing meal, we offer a variety of options designed to satisfy all your cravings.",Fast food,9:00 AM,9:00 PM,Cheeseburger
154,Le Petit Bistro,"Our goal is to provide a warm, welcoming environment with French-inspired meals prepared with passion. We use only the freshest ingredients to offer our guests an unforgettable dining experience, from classic French dishes to innovative takes on traditional flavors.",French food,9:00 AM,8:00 PM,Coq au Vin
155,The Smokehouse Grill,"Welcome to The Smokehouse Grill, where delicious barbecue is the name of the game. Our specialties include juicy steaks and tender ribs, all cooked to perfection. Join us for a hearty meal in a laid-back and friendly atmosphere.",BBQ food,8:00 AM,8:00 PM,Cheeseburger
156,Fresco Bakery,"At Fresco Bakery, we believe in crafting the finest baked goods and dishes with a special focus on quality and flavor. Our bakery-style dishes cater to both traditional and contemporary tastes, all served in a cozy and welcoming environment.",Italian food,9:00 AM,8:00 PM,Chef's Special
157,The Grilled Plate,"Our mission is to serve exceptional, locally-inspired dishes that bring people together. From southern-inspired creations to unique twists on classic comfort food, we aim to exceed your expectations every time you visit.",Italian food,10:00 AM,9:00 PM,Chef's Special
158,Fresh Market Grill,"At Fresh Market Grill, we offer a healthy and tasty menu with a focus on fresh, high-quality ingredients. Our goal is to provide our customers with delicious meals that are as nutritious as they are satisfying.",Fast food,8:00 AM,11:00 PM,Cheeseburger
159,Garden Fresh Café,We pride ourselves on creating delicious and wholesome vegetarian dishes. Our commitment to using the finest fresh ingredients ensures every bite is as nutritious as it is tasty. Join us for a meal that’s good for your body and soul.,Vegan food,9:00 AM,11:00 PM,Grilled Vegetable Platter
160,Luxe Steakhouse,Luxe Steakhouse is known for its elegant atmosphere and exquisite French-inspired cuisine. We pride ourselves on offering a fine dining experience where every meal is made with the finest ingredients and served with impeccable service.,French food,8:00 AM,9:00 PM,Coq au Vin
161,The Parisian Kitchen,"A celebration of French culinary tradition, The Parisian Kitchen brings authentic dishes straight from the heart of France. From fine dining to casual French classics, we offer a complete experience that transports you to Paris.",French food,9:00 AM,9:00 PM,Coq au Vin
162,Café Provence,Savor the flavors of Provence at Café Provence. We bring the charm of southern France to your table with dishes crafted from fresh ingredients and traditional techniques. Enjoy a relaxing and inviting atmosphere as you dine.,French food,10:00 AM,8:00 PM,Coq au Vin
163,The Green Plate,"We are dedicated to creating healthy and flavorful vegetarian meals. Our dishes are made with locally sourced ingredients, designed to satisfy your hunger and promote your well-being, all in a welcoming and eco-conscious environment.",Vegan food,6:00 AM,8:00 PM,Grilled Vegetable Platter
164,The Refined Table,"The Refined Table offers an upscale dining experience where quality, ambiance, and service come together. We provide exceptional cuisine and an intimate atmosphere perfect for any special occasion or sophisticated meal.",Fine dining,8:00 AM,11:00 PM,Beef Wellington
165,Bistro de Luxe,"Indulge in gourmet French cuisine at Bistro de Luxe, where fine dining meets classic French tradition. Our expert chefs prepare every dish with a refined touch, creating a dining experience that’s as memorable as the flavors.",French food,8:00 AM,9:00 PM,Coq au Vin
166,Smoke & Fire BBQ,"Experience bold flavors at Smoke & Fire BBQ, where smoky meats and savory sides come together in perfect harmony. Our barbecue is prepared with care, delivering tender, juicy dishes with every bite.",BBQ food,7:00 AM,9:00 PM,Beef Wellington
167,Basil & Vine,"At Basil & Vine, we combine the best of modern Italian cuisine with traditional recipes. Our attention to detail ensures every meal is fresh, flavorful, and prepared to perfection for every guest.",Italian food,7:00 AM,10:00 PM,Chef's Special
168,The Vine Café,"The Vine Café offers an inviting atmosphere where fresh, locally sourced ingredients take center stage. Our menu reflects our commitment to quality, with a variety of vegetarian options that are both satisfying and nourishing.",Vegan food,6:00 AM,10:00 PM,Grilled Vegetable Platter
169,Green Leaf Grill,"At Green Leaf Grill, we focus on creating dishes that are not only delicious but healthy. Our vibrant, vegetarian meals are crafted with fresh ingredients, ensuring every dish is as nourishing as it is flavorful.",Vegan food,10:00 AM,10:00 PM,Grilled Vegetable Platter
170,Savor & Slice,"Savor & Slice is the ultimate destination for authentic French flavors. Our menu brings together classic French dishes and innovative new recipes, all served with flair and served in a charming, rustic environment.",French food,8:00 AM,11:00 PM,Coq au Vin
171,The Green Bistro,"The Green Bistro is a tribute to vibrant, fresh, and delicious vegetarian cuisine. Our menu is inspired by the seasons and made with only the finest local ingredients to offer a health-conscious dining experience.",Italian food,8:00 AM,8:00 PM,Chef's Special
172,Sunrise Café,"Sunrise Café is all about giving you a bright start to your day. Our menu features brunch favorites made with wholesome ingredients, perfect for a relaxing morning with friends and family.",Brunch  & Other food,6:00 AM,8:00 PM,Avocado Toast
173,Morning Spoon,"At Morning Spoon, we provide a welcoming atmosphere for brunch lovers. From fresh, creative twists on breakfast classics to healthy options, we offer a menu full of flavor and variety to satisfy every craving.",Brunch  & Other food,7:00 AM,10:00 PM,Avocado Toast
174,The Elegant Feast,The Elegant Feast provides an elevated dining experience that combines sophistication with exceptional flavors. Our fine dining menu reflects our passion for culinary excellence and our commitment to impeccable service.,Fine dining,8:00 AM,8:00 PM,Beef Wellington
175,The Prime Cut,"At The Prime Cut, we specialize in fine dining with an emphasis on quality cuts of beef and exceptional service. Our menu brings the best of gourmet cuisine, perfect for any occasion.",Fine dining,10:00 AM,11:00 PM,Beef Wellington
176,Tuscan Trattoria,"Experience the essence of Italian culinary traditions, where we focus on authentic regional flavors and locally sourced ingredients. Our goal is to create memorable dining experiences in a cozy and welcoming atmosphere, with a dedication to quality and sustainability.",Italian food,6:00 AM,11:00 PM,Chef's Special
177,Brunch Haven,"At Brunch Haven, we serve the finest ingredients with a twist, crafting dishes that balance classic comfort with fresh, modern flair. Our goal is to create an inviting space for friends and family to enjoy elevated brunch favorites.",Brunch  & Other food,9:00 AM,8:00 PM,Avocado Toast
178,Quick Bites Grill,"Providing a fast yet satisfying dining experience, Quick Bites Grill focuses on delivering comfort food that’s both delicious and convenient, all while maintaining the highest standards of quality and service.",Fast food,8:00 AM,8:00 PM,Cheeseburger
179,Southern Comfort Kitchen,"Combining modern creativity with traditional southern comfort food, our restaurant brings bold flavors and fresh ingredients together in dishes that delight the senses. We aim to create a memorable, family-friendly dining experience with impeccable service.",Italian food,8:00 AM,10:00 PM,Chef's Special
180,Wellness Bistro,"Our mission is to support your health journey with wholesome, nutritious meals that nourish the body and satisfy the soul. Wellness Bistro offers fresh, balanced dishes that promote both well-being and indulgence.",Italian food,10:00 AM,8:00 PM,Chef's Special
181,The Hungry Table,"A dining experience that brings people together through delicious food and exceptional service. The Hungry Table is dedicated to offering high-quality dishes made from the finest ingredients, served with a smile.",Italian food,6:00 AM,11:00 PM,Chef's Special
182,Smokehouse Grill,"A celebration of rich, smoky flavors, Smokehouse Grill specializes in slow-cooked barbecue meats and sides made with love. We aim to provide an unforgettable experience, where every meal is a satisfying adventure.",BBQ food,7:00 AM,9:00 PM,Coq au Vin
183,Verdant Kitchen,"A haven for plant-based dining, Verdant Kitchen serves vibrant vegetarian dishes that are both nourishing and delicious. We use fresh, seasonal ingredients to create culinary masterpieces that cater to every palate.",Vegan food,7:00 AM,11:00 PM,Grilled Vegetable Platter
184,The Greenhouse Cafe,"With a focus on organic and sustainable dining, The Greenhouse Cafe offers delicious vegetarian dishes made with the freshest ingredients. Come enjoy a wholesome meal in an inviting and eco-conscious environment.",Vegan food,10:00 AM,9:00 PM,Grilled Vegetable Platter
185,Lush Greens Eatery,"Lush Greens Eatery provides a bright and cozy atmosphere to enjoy freshly prepared vegetarian meals. With a commitment to healthy living, we serve dishes that are nourishing, flavorful, and full of color.",Italian food,10:00 AM,8:00 PM,Chef's Special
186,Café 44,"A cozy corner café offering the finest Italian fare, Café 44 serves freshly made dishes with an emphasis on seasonal ingredients and artisanal techniques. Join us for a relaxing meal paired with a perfect cup of coffee.",Italian food,8:00 AM,9:00 PM,Chef's Special
187,Morning Brew & Brunch,"A place where morning meets midday in a delightful fusion of coffee, brunch, and relaxation. We take pride in crafting delicious dishes that bring comfort and joy, made with the finest ingredients.",Brunch  & Other food,6:00 AM,10:00 PM,Avocado Toast
188,The Bistro 520,"A charming bistro offering classic comfort food with a contemporary twist. The Bistro 520 invites you to enjoy a delicious meal, combining fresh ingredients with a welcoming atmosphere.",Vegan food,10:00 AM,9:00 PM,Grilled Vegetable Platter
189,Maxie’s Fine Dining,"Maxie’s offers an exceptional fine dining experience, where elegant ambiance meets culinary excellence. Our menu features carefully crafted dishes prepared with the finest ingredients, paired with expert service in an upscale setting.",Fine dining,9:00 AM,9:00 PM,Beef Wellington
190,Yoshinoya Grill,"At Yoshinoya Grill, we create flavorful meals that are nutritious and satisfying, all while maintaining a commitment to exceptional service and fresh ingredients. Our restaurant aims to provide a top-tier dining experience in a relaxed and inviting environment.",Fine dining,10:00 AM,9:00 PM,Beef Wellington
191,Sweet Roost,"Sweet Roost is a modern yet cozy spot for brunch, offering delicious, fresh ingredients in every dish. We focus on providing a warm and welcoming atmosphere where guests can enjoy comfort food made with a twist.",Brunch  & Other food,6:00 AM,9:00 PM,Avocado Toast
192,Green Plate Café,"Offering a variety of healthy and delicious brunch options, Green Plate Café takes pride in serving fresh, seasonal dishes in an eco-friendly and stylish setting. A perfect place to enjoy a wholesome meal with friends and family.",Brunch  & Other food,10:00 AM,9:00 PM,Avocado Toast
193,Le Jardin Bistro,"Le Jardin Bistro brings the essence of French cuisine to life with each dish, focusing on rich flavors and classic techniques. From fresh local ingredients to exceptional service, we aim to create a memorable dining experience.",French food,8:00 AM,11:00 PM,Coq au Vin
194,Sapphire Grill,"Sapphire Grill combines modern fast food with a refined dining experience, serving delicious and satisfying dishes with a touch of sophistication. Enjoy our signature comfort foods in a stylish and relaxed environment.",Fast food,6:00 AM,10:00 PM,Cheeseburger
195,Creamery Corner,"Creamery Corner is your go-to destination for fresh, quality meals made with the finest ingredients. We are committed to delivering a top-notch dining experience where every bite leaves you satisfied and craving more.",Italian food,8:00 AM,11:00 PM,Chef's Special
196,Parisian Café,"Parisian Café offers a charming escape to the flavors of France, serving classic dishes with modern flair. Our menu features carefully curated recipes, made with the freshest ingredients for a delightful dining experience.",French food,7:00 AM,8:00 PM,Coq au Vin
197,Blue Ocean Grill,"At Blue Ocean Grill, we strive to create the ultimate French dining experience, combining traditional techniques with fresh, sustainable ingredients. Our intimate setting is perfect for enjoying dishes that reflect the artistry of French cuisine.",French food,9:00 AM,10:00 PM,Coq au Vin
198,Sweet & Savory Café,"Sweet & Savory Café brings together a delightful combination of fast food and deliciously fresh meals. Our menu focuses on indulgent comfort foods with a unique twist, served in a welcoming and cozy atmosphere.",Fast food,6:00 AM,10:00 PM,Cheeseburger
199,Spice Market Deli,Spice Market Deli takes pride in offering freshly made fast food that delights the senses. We focus on using bold flavors and high-quality ingredients to bring you an unforgettable dining experience.,Fast food,10:00 AM,8:00 PM,Cheeseburger
200,The Rustic Table,Farm-to-table Italian cuisine featuring handmade pasta and seasonal ingredients sourced from local producers.,Italian food,12:00 PM,11:00 PM,Truffle Risotto
201,Sakura House,"Traditional Japanese cuisine with a modern twist, featuring fresh sushi and authentic ramen.",Japanese food,11:30 AM,10:30 PM,Signature Ramen
202,Blue Lobster,Premium seafood restaurant specializing in Mediterranean-style dishes with fresh daily catch.,Seafood,12:30 PM,11:30 PM,Grilled Sea Bass
203,Imperial Garden,Authentic Chinese cuisine featuring Sichuan and Cantonese specialties prepared by master chefs.,Chinese food,11:00 AM,11:00 PM,Peking Duck
204,Gourmet Burger Co,Premium burger restaurant using select cuts of meat and artisanal ingredients.,American food,11:00 AM,10:00 PM,Signature Burger
205,Sushi Excellence,Master sushi chefs create innovative combinations while respecting traditional techniques.,Japanese food,12:00 PM,11:00 PM,Chef's Selection
206,Mediterranean Pearl,Coastal Mediterranean cuisine featuring fresh seafood and local ingredients.,Italian food,12:00 PM,10:30 PM,Seafood Paella
207,Thai Orchid,"Authentic Thai flavors in a modern setting, featuring traditional recipes with premium ingredients.",Thai food,11:30 AM,10:00 PM,Pad Thai
208,Rice Factory,Innovative cuisine combining Japanese flavors in creative ways.,Japanese food,5:00 PM,11:00 PM,Asian Fusion Bowl
209,The Steakhouse,Premium steakhouse featuring aged beef and classic American sides.,BBQ food,4:00 PM,11:00 PM,Ribeye Steak
210,Vegan Paradise,Creative plant-based cuisine using organic ingredients and innovative cooking techniques.,Vegan food,11:00 AM,9:00 PM,Buddha Bowl
211,Mexican Fiesta,Authentic Mexican flavors and traditional recipes in a vibrant atmosphere.,Mexican food,11:00 AM,10:00 PM,Mole Poblano
212,Indian Spice,Traditional Indian cuisine with authentic spices and tandoor specialties.,Indian food,11:30 AM,10:30 PM,Butter Chicken
213,Greek Taverna,"Traditional Greek dishes and mezze in a warm, family-style atmosphere.",Greek food,12:00 PM,11:00 PM,Moussaka
214,BBQ King,Southern-style barbecue with house-made sauces and traditional sides.,BBQ food,11:30 AM,9:30 PM,Smoked Brisket
215,Korean BBQ House,Interactive Korean BBQ experience with premium meats and traditional sides.,Korean food,5:00 PM,11:00 PM,Galbi
216,French Bistro,Classic French cuisine in an intimate bistro setting with seasonal menu changes.,French food,5:30 PM,10:30 PM,Coq au Vin
217,Vietnamese Pho,Authentic Vietnamese soups and street food favorites.,Vietnamese food,10:00 AM,9:00 PM,Beef Pho
218,Spanish Tapas,Traditional Spanish tapas and paella in a lively atmosphere.,Spanish food,4:00 PM,11:00 PM,Mixed Tapas
219,Pizza Paradise,Authentic Neapolitan pizza made in a wood-fired oven with imported ingredients.,Italian food,11:30 AM,10:00 PM,Margherita Pizza
220,Dim Sum Palace,Traditional Hong Kong-style dim sum served from rolling carts.,Chinese food,9:00 AM,3:00 PM,Har Gow
221,Brazilian Churrasco,Authentic Brazilian steakhouse with all-you-can-eat grilled meats.,Brazilian food,4:00 PM,10:30 PM,Picanha
222,Lebanese Garden,Traditional Lebanese mezze and grilled specialties in a garden setting.,Lebanese food,11:30 AM,10:00 PM,Mixed Grill
223,Ramen Bar,Authentic Japanese ramen with house-made noodles and rich broths.,Japanese food,11:00 AM,10:00 PM,Miso Ramen
224,Vegetarian Oasis,Creative vegetarian cuisine using organic and locally sourced ingredients.,Vegan food,11:00 AM,9:30 PM,Quinoa Power Bowl
225,Seafood Harbor,Fresh seafood prepared in various international styles with ocean views.,Seafood,12:00 PM,10:00 PM,Seafood Platter
226,Persian Palace,Authentic Persian cuisine featuring traditional kebabs and rice dishes.,Persian food,12:00 PM,10:00 PM,Chelo Kebab
227,Caribbean Flavors,Vibrant Caribbean dishes with authentic spices and fresh ingredients.,Caribbean food,11:30 AM,9:30 PM,Jerk Chicken
228,Modern Bistro,Contemporary European cuisine with seasonal ingredients and innovative techniques.,Italian food,5:30 PM,11:00 PM,Duck Confit
229,Argentine Grill,Traditional Argentine steakhouse featuring premium cuts and chimichurri.,Argentine food,4:00 PM,11:00 PM,Asado Mixed Grill
230,Noodle House,Japanese noodle specialties from various regions with authentic preparations.,Japanese food,11:00 AM,10:00 PM,Dan Dan Noodles
231,Mediterranean Grill,Fresh Mediterranean cuisine with emphasis on grilled meats and seafood.,Italian food,12:00 PM,10:30 PM,Mixed Grill Platter
232,Street Food Market,International street food favorites in a modern food hall setting.,Fast food,11:00 AM,9:00 PM,Global Tacos
233,Hawaiian Poke,Fresh poke bowls and Hawaiian specialties with fresh fish daily.,Hawaiian food,11:00 AM,8:00 PM,Signature Poke Bowl
234,Moroccan Nights,Traditional Moroccan tagines and couscous in an authentic setting.,Moroccan food,5:00 PM,10:30 PM,Lamb Tagine
235,Craft Beer & Burgers,Gourmet burgers paired with local craft beers in a casual atmosphere.,American food,11:30 AM,11:00 PM,Craft Beer Burger
236,Turkish Delight,Authentic Turkish cuisine featuring kebabs and traditional mezes.,Turkish food,12:00 PM,10:00 PM,Iskender Kebab
237,Raw Vegan Cafe,Creative raw vegan dishes and cold-pressed juices in an eco-friendly setting.,Vegan food,8:00 AM,8:00 PM,Living Lasagna
238,Soul Food Kitchen,Traditional Southern soul food with family recipes passed down generations.,American food,11:00 AM,9:00 PM,Fried Chicken & Waffles
239,Japanese Rim,Japanese cuisine combining flavors from around the island.,Japanese food,5:00 PM,10:30 PM,Miso Glazed Black Cod
240,Gastropub,Elevated fast food local fare with craft cocktails and local beers.,Fast food,4:00 PM,12:00 AM,Duck Fat Fries
241,Indonesian Spice,Traditional Indonesian dishes with authentic spices and preparations.,Indonesian food,11:30 AM,9:30 PM,Nasi Goreng
242,Italian Lodge,Italian alpine cuisine in a cozy mountain-style setting.,Italian food,5:00 PM,10:00 PM,Cheese Fondue
243,China Street,Authentic Chinese street food favorites in a casual setting.,Chinese food,11:00 AM,10:00 PM,Laksa
244,Tandoori Express,North Indian tandoori specialties and curries made to order.,Indian food,11:30 AM,10:00 PM,Tandoori Mixed Grill
245,Coastal Kitchen,Fresh seafood prepared with global coastal influences.,Seafood,12:00 PM,10:30 PM,Seafood Bouillabaisse
246,Wine & Tapas,Spanish wines paired with traditional and modern tapas.,Spanish food,4:00 PM,11:30 PM,Patatas Bravas
247,Dumpling House,Handmade dumplings from traditional chinese cooks.,Chinese food,11:00 AM,9:30 PM,Soup Dumplings
248,African Grill,Pan-African cuisine featuring traditional grilled meats and stews.,African food,12:00 PM,10:00 PM,Suya Platter
249,Farm Table,Farm-to-table American cuisine with daily changing menu.,American food,5:00 PM,10:00 PM,Daily Special
250,Taco Lab,Creative tacos with Spanish influences and craft margaritas.,Mexican food,11:00 AM,10:00 PM,Burning Tacos
251,Izakaya Night,Japanese pub food and sake in a traditional izakaya setting.,Japanese food,5:00 PM,12:00 AM,Yakitori Set
252,Curry House,Authentic British-style curry house with traditional favorites.,Indian food,4:30 PM,11:00 PM,Chicken Tikka Masala
253,Nordic Kitchen,Modern Scandinavian cuisine with foraged ingredients.,Nordic food,5:00 PM,10:00 PM,Arctic Char
254,Smokehouse BBQ,Texas-style barbecue with house-made rubs and sauces.,BBQ food,11:00 AM,9:00 PM,Smoked Brisket
255,Pho Express,Quick-service Vietnamese restaurant specializing in pho and banh mi.,Vietnamese food,10:00 AM,9:00 PM,Special Pho
256,Athens Grill,Traditional Greek grill house with authentic souvlaki and gyros.,Greek food,11:00 AM,10:00 PM,Mixed Souvlaki Platter
257,Dim Sum Garden,Cantonese dim sum served all day in a modern setting.,Chinese food,9:00 AM,9:00 PM,Dim Sum Sampler
258,Crepe Corner,Sweet and savory French crepes made to order.,French food,8:00 AM,8:00 PM,Complete Crepe
259,Burger Lab,Experimental burger combinations with unique toppings and sauces.,American food,11:00 AM,10:00 PM,Experimental Burger
260,Tempura House,Japanese tempura specialist with seasonal ingredients.,Japanese food,11:30 AM,9:30 PM,Tempura Set
261,Pasta Factory,Fresh pasta made daily with traditional Italian sauces.,Italian food,11:30 AM,10:00 PM,Daily Pasta Special
262,Seoul Kitchen,Authentic Korean dishes with traditional banchan sides.,Korean food,11:00 AM,10:00 PM,Bibimbap
263,Seafood Shack,Casual seafood restaurant with daily fresh catches.,Seafood,11:00 AM,9:00 PM,Fish & Chips
264,Falafel King,Middle Eastern street food with homemade falafel and shawarma.,Middle Eastern food,10:00 AM,10:00 PM,Falafel Platter
265,Teppanyaki Grill,Interactive Japanese teppanyaki cooking experience.,Japanese food,5:00 PM,10:00 PM,Teppanyaki Set
266,Pizza Lab,Experimental pizzas with unique toppings and combinations.,Italian food,11:00 AM,11:00 PM,Chef's Special Pizza
267,Caribbean Grill,Island flavors with jerk specialties and tropical drinks.,Caribbean food,12:00 PM,10:00 PM,Jerk Platter
268,Healthy Bowl,Nutritious grain bowls with fresh ingredients and homemade dressings.,Vegan food,8:00 AM,8:00 PM,Custom Bowl
269,Thai Spice,Authentic Thai cuisine with varying spice levels.,Thai food,11:00 AM,10:00 PM,Green Curry
270,Brew & Bites,"Craft beer pub with elevated, tasty, quick and fast food.",Fast food,3:00 PM,12:00 AM,Beer Battered Fish
271,Mediterranean Mezze,Small plates and mezze from around the Mediterranean.,Italian food,11:30 AM,10:00 PM,Mezze Platter
272,Steakhouse Prime,Premium steaks aged in-house and classic sides.,BBQ food,5:00 PM,11:00 PM,Dry-Aged Ribeye
273,Ramen Factory,Handmade noodles in rich broths with traditional toppings.,Japanese food,11:00 AM,10:00 PM,Tonkotsu Ramen
274,Street Tacos,Authentic Mexican street tacos with handmade tortillas.,Mexican food,10:00 AM,10:00 PM,Al Pastor Tacos
275,Curry Leaf,South Indian specialties with fresh curry leaves and spices.,Indian food,11:30 AM,10:00 PM,Masala Dosa
276,Dim Sum Express,Quick-service dim sum with traditional favorites.,Chinese food,8:00 AM,8:00 PM,Dim Sum Combo
277,Bistro Moderne,Contemporary French bistro with seasonal menu.,French food,5:30 PM,10:30 PM,Duck Confit
278,Rotisserie Gold,Specialty rotisserie meats and comfort sides.,American food,11:00 AM,9:00 PM,Rotisserie Chicken
279,Pasta Prima,Premium Italian pasta dishes with imported ingredients.,Italian food,12:00 AM,7:00 PM,Carbonara
280,Tokyo Bites,"Modern Japanese eatery serving sushi rolls, bento boxes, and matcha desserts.",Japanese food,11:30 AM,10:30 PM,Rainbow Sushi Roll
281,El Patio Cantina,"Vibrant Mexican restaurant offering tacos, enchiladas, and freshly made guacamole.",Mexican food,12:00 PM,11:00 PM,Carne Asada Tacos
282,Curry Kingdom,Casual Indian restaurant specializing in aromatic curries and naan bread.,Indian food,11:00 AM,9:30 PM,Butter Chicken
283,New York Slice,Classic pizzeria serving thin-crust New York-style pizzas and garlic knots.,American food,10:30 AM,11:00 PM,Pepperoni Pizza
284,Savannah Smokehouse,Southern-style barbecue joint famous for its smoked ribs and brisket.,BBQ food,11:00 AM,10:00 PM,Smoked Brisket
285,Mediterranean Delight,"Cozy spot for Mediterranean staples like falafel, hummus, and shawarma.",Middle Eastern food,11:00 AM,9:00 PM,Chicken Shawarma Plate
286,The French Table,Elegant bistro offering French classics like coq au vin and ratatouille.,French food,5:00 PM,10:30 PM,Beef Bourguignon
287,The Vegan Spot,Plant-based eatery with a menu of creative vegan burgers and smoothies.,Vegan food,10:00 AM,8:00 PM,Spicy Chickpea Burger
288,Istanbul Kebab House,"Authentic Turkish restaurant serving kebabs, pide, and baklava.",Turkish food,12:00 PM,11:00 PM,Lamb Kebab
289,Burger Barn,Family-friendly burger joint with gourmet burgers and loaded fries.,American food,11:00 AM,10:00 PM,Double Bacon Cheeseburger
290,Seaside Shack,"Relaxed seafood spot offering fish tacos, lobster rolls, and clam chowder.",Seafood,11:30 AM,9:30 PM,Lobster Roll
291,Urban Thai,"Trendy Thai restaurant serving pad thai, green curry, and mango sticky rice.",Thai food,11:00 AM,10:00 PM,Spicy Basil Chicken
292,Cafe Italiano,"Charming Italian cafe offering pasta dishes, paninis, and tiramisu.",Italian food,10:00 AM,10:00 PM,Fettuccine Alfredo
293,Korean Bites,"Hip Korean restaurant known for its bibimbap, bulgogi, and kimchi pancakes.",Korean food,11:00 AM,10:00 PM,Bibimbap
294,Thai Street Eats,Casual Thai spot serving spicy street food favorites like pad kra pao and som tum.,Thai food,12:00 PM,9:30 PM,Pad Kra Pao
295,Sushi Haven,Premium sushi restaurant with omakase-style dining and fresh sashimi.,Japanese food,5:00 PM,10:00 PM,Tuna Sashimi Platter
296,Chow Mein Express,"Quick-service Chinese restaurant with stir-fry noodles, fried rice, and dumplings.",Chinese food,10:30 AM,9:00 PM,Beef Chow Mein
297,Taco Town,"Festive Mexican eatery offering a variety of tacos, nachos, and margaritas.",Mexican food,11:00 AM,10:30 PM,Al Pastor Tacos
298,Peruvian Flavors,"Authentic Peruvian restaurant serving ceviche, lomo saltado, and causa.",Peruvian food,12:00 PM,9:00 PM,Ceviche Mixto
299,French Bliss,"Charming cafe offering authentic French waffles, crepes, and coffee.",French food,8:00 AM,4:00 PM,Liege Waffle
300,Caribbean Breeze,"Lively Caribbean restaurant featuring jerk chicken, plantains, and tropical drinks.",Caribbean food,11:30 AM,10:00 PM,Jerk Chicken
301,Bistro Bordeaux,Elegant French bistro serving classic dishes like coq au vin and raclette.,French food,12:00 PM,10:00 PM,Coq au Vin
302,Sushi King,High-end sushi restaurant specializing in fresh fish and sashimi.,Japanese food,5:00 PM,11:00 PM,Sashimi Platter
303,Mamma Mia Pizzeria,"Family-friendly Italian pizzeria offering a variety of pizzas, pasta, and desserts.",Italian food,11:00 AM,10:00 PM,Margherita Pizza
304,Cafe Mexicana,"Authentic Mexican cafe serving tacos, quesadillas, and churros.",Mexican food,12:00 PM,10:00 PM,Chicken Tacos
